track_id,track_name,track_artist,playlist_genre,track_popularity,danceability,energy,valence
51hSi1p7g2KdXg7fJA1Hgp,The Drop,Bro Safari,rap,53,0.689,0.88,0.528
6MeXp6CHAwZ3FhqgZ9XMha,Jimmy Neutron,ABG Neal,rap,46,0.83,0.791,0.964
4ImL3v98u2BLkwnyQDjfRm,Can't Tell Me Nothing,Kanye West,rap,8,0.594,0.614,0.101
5NPAcNocjto49aEwOauQJq,Warrior,Hopex,rap,52,0.409,0.931,0.0531
3lNtmMoH0YEHicpBrDkB0X,Himmel grau,The Cratez,rap,46,0.495,0.619,0.141
5l53XkYN5rTYmdJ0P2GKFT,Duffle Bag Boy,Playaz Circle,rap,32,0.613,0.835,0.684
4MxYiw28F30NGOaTZ1ySqd,"BOTA FUEGO (feat. Dímelo Flow, Justin Quiles & Lenny Tavárez) - Remix",Mau y Ricky,rap,75,0.697,0.886,0.662
4zZ2rPOa8itw3VuusVSicv,Deixa,Mc Th,rap,72,0.712,0.638,0.887
2zkCbezif5Vb2XeCyFaEwn,I BE DAMNED,Comethazine,rap,56,0.686,0.83,0.758
4xoHBWqRYCxRFvAoDV4YDt,Come Back - Revoke Remix,Sarcastic Sounds,rap,44,0.538,0.882,0.252
6F1tpMt4vwHFx5A8aWq5Q2,Evenings,Idealism,rap,57,0.644,0.179,0.19
6WQi91716ppIvo9QqaPTxK,Rollercoaster - Bonus Track (Explicit),Ludacris,rap,28,0.387,0.678,0.422
3UaqMekEh1kbVu2A6DwiQs,Hustlin',Rick Ross,rap,3,0.502,0.652,0.649
3NGT0Td7H4Is1qrlDQJxma,Check Yo Self - Remix,Ice Cube,rap,69,0.934,0.735,0.768
3MlUVikrHnIEKGY9Ya2wQx,Sound für den Hof,Olexesh,rap,13,0.625,0.805,0.256
6g1PQiyoaop6ktk2TLchtR,You Can Do It,Ice Cube,rap,52,0.948,0.863,0.872
7qFxSPDUDMQNGBqTvK4aEj,I Luv It,Jeezy,rap,55,0.642,0.765,0.19
5Roz9Q9bbAeYv4w9saCUKs,Ya No,Lautaro Lopez,rap,34,0.586,0.537,0.0994
5eM7BYfmKceIm5Dv4FjacW,Уведи меня за собой,Chester Nebro,rap,21,0.595,0.837,0.313
5CE1jL4dkfZlX5CiHZh5ap,No Romeo No Juliet,50 Cent,rap,59,0.838,0.609,0.394
66MsAs4nVj68t6va1lygIm,"Shut Up (feat. Duece Poppito of 24 Karatz, Trina, & Co of Tre +)",Trick Daddy,rap,33,0.792,0.733,0.653
0zRpsXMbE1oBv58A22BhKN,I Must Be High,South Park Mexican,rap,13,0.812,0.625,0.301
4KIhtAJo1zQmT7CiztTsKI,Méditerranée,Figub Brazlevic,rap,54,0.659,0.486,0.234
76v0OHTbZGeOZYmaLtEDhQ,This Could Be Us,Rae Sremmurd,rap,4,0.728,0.694,0.74
3AaZtZVrkVvE7fnLP80LLh,Verkauft,RAF Camora,rap,48,0.768,0.779,0.389
53Z8vzEI2bbqpsSZ8dFSOt,Holdet (feat. NODE),Jamaika,rap,58,0.573,0.604,0.424
2c8sgbZoEanC3QyFNZxUcA,Flexicution,Logic,rap,66,0.782,0.713,0.68
3YwmxsHVIYWfNcaM8RWfGm,Saké,Chalky,rap,42,0.36,0.711,0.554
1BZm0t49YEhM8xbTINoQKp,Tha Shiznit,Snoop Dogg,rap,58,0.769,0.691,0.681
3ia3dJETSOllPsv3LJkE35,California Love - Original Version,2Pac,rap,63,0.763,0.85,0.761
7glCSQqV5o6NU88Cn4zPZn,Estamos Bien,Bad Bunny,rap,10,0.793,0.557,0.468
2dieHErJLwG7fOzD8WAtFO,Lookin' at Me (feat. Puff Daddy),Mase,rap,47,0.743,0.516,0.614
4WE4eBwnlMvt9LvylnfcSu,The Beauty Shop,Omar Cunningham,rap,32,0.581,0.494,0.614
7EnGzsqQi0bAVGQw8i4WIQ,A Death In The Ocean Would Be Beautiful,$uicideBoy$,rap,59,0.81,0.524,0.155
35ng4paFFvY2YiacXUP6PW,Vladimir Putin,Capital Bra,rap,51,0.762,0.583,0.179
49ACHKQUiyzYAXtEfdEXoJ,Candy Land,Tucka,rap,37,0.835,0.663,0.92
6o4nVtywF4F75RkOcDxrtd,With That (feat. Duke),Young Thug,rap,60,0.751,0.597,0.159
12REd1n8PeiHHWOh066tpr,Never Be Like You,Flume,rap,65,0.494,0.559,0.264
4eaXSrScP9VdnF4G0KaeDh,MustBeARealDragWakingUpAndBeingYou,BONES,rap,48,0.608,0.404,0.398
1mEFsctBXKX6nmashVJ8Gu,Sauce,Sez on the Beat,rap,27,0.731,0.654,0.786
3A7ZEigu5aHOHFs1lwfSJx,Loveless (feat. Robert James),Upchurch,rap,40,0.606,0.549,0.524
0hNXSYtNpYVtfeME1wZq5r,I Just Wanna Know,2Scratch,rap,39,0.667,0.411,0.1
4lb1T6jlPaavgh8MAUEeJY,Trumpets - Radio Mix,Sak Noel,rap,0,0.57,0.731,0.361
0KDhCCh1IAWcfiq458anNn,Loyal To The Game - DJ Quik Remix (Explicit),2Pac,rap,37,0.762,0.64,0.548
2TsWCaWq1uestFUgZ1Dlqw,Medusa,Kollegah,rap,1,0.75,0.849,0.284
35ngDYO5CXM5bnidQqXajm,Mind Your Business,La Coka Nostra,rap,32,0.524,0.864,0.655
6COzxYGgNRD5bP2TGZ0vSB,Deja Que Fluya,Lary Over,rap,64,0.629,0.586,0.361
0nBaWCfOOitktygBKunrEi,repeat,Loop Schrauber,rap,50,0.804,0.224,0.904
6cmHSmje6WbmoOA05vqAY8,Tamo Loco,Ysy A,rap,46,0.619,0.762,0.351
1Iv4wC88uxeAF7SmQQGx3X,Wiley Flow,Stormzy,rap,71,0.716,0.68,0.475
1eh2hhBC6rMkUNUp08d8Gr,Странно,Местный,rap,0,0.653,0.692,0.554
4Mg3aeA9ZrEZrhL4ANs23u,Hello,Ice Cube,rap,55,0.897,0.631,0.685
01nV5tQ4pCpKIIJ3AVxKdv,Generé,Bipo Montana,rap,46,0.743,0.565,0.753
4PQOIfA2YlJW12UL9NOCa8,Ten Jesus Pieces,Rick Ross,rap,0,0.429,0.938,0.0395
6MDjeiUWPPgEwLtiBrr9he,My Year,GASHI,rap,62,0.842,0.808,0.705
3AKwyujeGxTQSZNbx9Ka3c,A fuego - Bizarrap Remix,DrefQuila,rap,61,0.759,0.366,0.319
6zTfkjNNQKcGfjJa5cKTkq,I Just Wanna Say,Weisser Quiff,rap,45,0.669,0.8,0.179
7b16g1E6OAG6HNmAQBgZos,Howl,Beware Of Darkness,rap,11,0.231,0.888,0.368
7irn6kVaWJuJDFAOzuBtp6,Take a Bump,Three 6 Mafia,rap,27,0.835,0.894,0.688
5oc70i45QAxUeE9mj5dAsB,Ghetto Vet,Ice Cube,rap,38,0.598,0.835,0.601
5bgLqAfunEaExdIzaZVh2t,Nas Alturas,UCLÃ,rap,47,0.561,0.649,0.793
1UK5Vib6AaWEUUk2qUia25,Paranoia,Frijo,rap,54,0.831,0.583,0.656
1BrJYaaZLPg06NewOf4LYB,Surf Club,SAINt JHN,rap,51,0.781,0.66,0.45
4QKdiLnJ2fnvfLPUldoryF,Saturday (Oooh! Ooooh!),Ludacris,rap,46,0.589,0.809,0.695
04i2uLdBAfCSYjQzZqspDa,Jungli Sher,DIVINE,rap,48,0.597,0.748,0.73
3rdFEtI9fiqQYBVyIaOBh9,Absolution,The Pretty Reckless,rap,0,0.595,0.727,0.328
5cQffjWJzgnmEtTzKW6dnh,Idols Become Rivals,Rick Ross,rap,50,0.481,0.716,0.404
30Gd3snWllczPbz2Gd0JMe,Like Toy Soldiers,Eminem,rap,5,0.52,0.768,0.398
6RUpJeXT6U4SPEafnr9Wr7,Where The Hood At,DMX,rap,66,0.537,0.948,0.792
1vN4JlO0tfGJG3Jm6tnuEk,Out Of My System,BONNIE X CLYDE,rap,45,0.576,0.867,0.423
5FDXQVXYiLeXLwt11T2lcN,Go Crazy - Remix,Jeezy,rap,0,0.39,0.895,0.646
0I6wh8pETh9PS7dVTzykQd,Ran off on Da Plug Twice,Plies,rap,53,0.868,0.444,0.395
7bn5WFv9CmhcrsYb3Krgun,Head Motion,Wreckshop Family,rap,0,0.793,0.557,0.75
7BpxBMNYNYguGWZZk2zOKe,Mister (feat. 21 Savage),Young Nudy,rap,52,0.767,0.593,0.23
78JOgfFQR1SV1ccX27Nt3U,Can You Hear Me,Ookay,rap,3,0.701,0.913,0.227
3Osd3Yf8K73aj4ySn6LrvK,No Church In The Wild,JAY-Z,rap,70,0.654,0.751,0.568
1tzHOvF8X9Hw9p1xRM6xCt,Hydro,Cap Kendricks,rap,50,0.8,0.434,0.736
5DwYXHM4FuBXD5wyGjFl0r,Closer,Lemaitre,rap,5,0.578,0.773,0.364
5VsHkOtg0Llpa6mTGZhp5e,Si Te Vas,Lit Killah,rap,64,0.717,0.685,0.432
7gYwLhNCMY8JHsnmXh8gOm,Hoje Tem,WC no Beat,rap,60,0.758,0.654,0.587
2MuJbBWAVewREJmB8WdGJ3,It Was A Good Day,Ice Cube,rap,60,0.78,0.754,0.81
6JVn2NEZ3JQLaHX5qG2Yho,111 Prozent,TaiMO,rap,27,0.708,0.653,0.369
1DWZUa5Mzf2BwzpHtgbHPY,Good News,Mac Miller,rap,73,0.794,0.32,0.241
3xHC9yugYtjibz2908Mch5,Tear Da Club Up '97,Three 6 Mafia,rap,28,0.705,0.865,0.526
2ua4WUIpQEciGWVUTPiCo4,I Don't Want That,Attom,rap,44,0.577,0.554,0.181
3gppA9cIA46C4nomcRq1NF,Mister Dardy,Dardan,rap,3,0.837,0.897,0.695
5fsjS6L83RSJBqRJKL0BTY,Got Your Money,Ol' Dirty Bastard,rap,0,0.932,0.499,0.697
0vXBObhGFYhTSIMpuoXm3p,Rukus,$uicideBoy$,rap,39,0.784,0.925,0.208
4ZngBJlBDwEwl3Fv2Hy6QQ,tilda,keko.the.dog,rap,50,0.675,0.472,0.615
3OmhcOxTqR2sQCRwfR1ojb,Killafornia,Cypress Hill,rap,28,0.786,0.663,0.338
3To34g1YRg6aiY5ertjyJA,N.M.,БРДК,rap,13,0.732,0.674,0.514
1uuMXHUeVR6sZ4CwnkvlQ4,Mia Cara,Salimo,rap,38,0.532,0.484,0.634
3KP9WKBC0RiV32LIFv0ofP,Swings,Lit Lords,rap,0,0.503,0.852,0.0884
2qyJG4XyYLCMl3qIWL30ET,Lost in Flight,SwuM,rap,55,0.685,0.295,0.0878
5f8zcDY2HPdhDBmNnA964h,World Boss - Twerk Remix,Twerkteam,rap,31,0.867,0.86,0.331
1b9s4EHmdT9SP3rzwNXQto,Одним днём,Местный,rap,17,0.764,0.764,0.223
3QgbEaUUK0sQsDzpqsS1No,Stay Up,Gill Chang,rap,43,0.72,0.823,0.184
2kzRSiyignH8yzPTrWvyPo,No Sleep,Wiz Khalifa,rap,65,0.653,0.711,0.769
5eqK0tbzUPo2SoeZsov04s,Bank Account,21 Savage,rap,6,0.884,0.346,0.376
52SDL4dHqN4YtBslw8o49E,DESFILAR MIS PENAS (prod. ASAN),Ysy A,rap,60,0.758,0.778,0.837
1R2mapMAUiYqre6jcFX57g,Desde el Corazón,Bad Bunny,rap,66,0.739,0.663,0.368
4JKwW0A2OQeAUpYZd99Lfo,Let's Ride,The Game,rap,52,0.878,0.739,0.824
5BzDjeCZYxDd35rYSWY0yk,Drivin’ Around Song (feat. Jason Aldean),Colt Ford,rap,57,0.613,0.709,0.523
5GgmaSJiVylNjuRnzodXv5,Bang Bang,Dr. Dre,rap,3,0.865,0.877,0.783
0jsFafckbVIDaq7Ubi0yTX,На юг,Rem Digga,rap,36,0.831,0.531,0.193
6A71EmfdTryZxflaVpuXy6,What You Know,T.I.,rap,2,0.548,0.815,0.345
1e4CSlsTwTfTlo74sZUph4,Sorry Not Sorry,Like,rap,43,0.566,0.644,0.601
6P7JZyL9y8GVp4e1aZJme0,Rajaner,Kizo,rap,58,0.82,0.751,0.601
1i35F26CqncnGG3MNO4K00,Verliebt in den Tod,AK Ausserkontrolle,rap,42,0.65,0.888,0.34
3HDtzEjGD78tNyD1XSk1oQ,Chech to Check,Omar Cunningham,rap,32,0.794,0.691,0.845
5Nkb9ux4VIUED4tjG1Z3KS,Que Bien Te Ves,Rauw Alejandro,rap,1,0.841,0.687,0.501
6vqQdAqNwmS87sjgiaIcK5,"Dois copos (feat. Ferrugem, MC Kevin O Chris e L7NNON)",Papatinho,rap,64,0.796,0.561,0.42
1C3PeqYtCFVFxUBdFZoxeT,Oriental,OSAK,rap,35,0.525,0.871,0.161
2riiA8hqsPHzi2OYZLRDLC,Air Conditioning,Guustavv,rap,52,0.638,0.231,0.229
1epXeucPrbpdXwe8dGSjf9,Devils Got You Beat,Various Artists,rap,0,0.557,0.854,0.803
0OWcpVA83HI8Pb5DybDuoX,"Tumbando el Club (feat. C.R.O., Obiewanshot, Ysy A, Cazzu, Khea, Lucho SSJ, Coqeéin Montana, Marcianos Crew & Duki) - Remix",Neo Pistea,rap,69,0.882,0.777,0.533
1zzaawknHz9bMofpqN1wVS,OTRO CHEKE,Rels B,rap,66,0.849,0.521,0.623
5L2BTetlYhS14tN8PYvz7F,CoCo - Flosstradamus Remix,O.T. Genasis,rap,34,0.85,0.581,0.528
47aeY6IupdZAkLVoe5atUB,Run Like The River,Vintage Trouble,rap,40,0.649,0.944,0.489
5lxvAURhqgI1qrNmJHB69k,Shook Ones - Freestyle,Mobb Deep,rap,46,0.676,0.857,0.538
0Hk1zuUABam9U5M634R0Fv,Above Water,Manu Crooks,rap,50,0.723,0.554,0.102
42G4V7gX7cbV2O1HBVanEv,Deus e família,Delano,rap,64,0.713,0.632,0.593
0vVjqQTBDkbBnpduKrOHcx,Where I’m From - (Huggin’ Da Block) Feat. Z-ro,Big Pokey,rap,12,0.794,0.65,0.772
6W7rpcXo9vWeDKY0HWM2e6,La Prision,Nengo Flow,rap,63,0.563,0.783,0.9
3zagi2b65in52cZnFSnyAG,Hell Yeah - Feat. D-wreck & Tyte Eyez,Big Moe,rap,19,0.614,0.888,0.793
2W6iqyl0jSI48ByWAEl1vr,Noc Polarna,Szpaku,rap,62,0.655,0.582,0.172
6FZjiSBSQoj1geAgXjvqez,Undefeated (feat. Lil Keed),Future,rap,61,0.855,0.561,0.408
0VtxQUpwnkeedz0QhhuOgA,GUMMO,6ix9ine,rap,0,0.691,0.778,0.685
65fnx3Vbi6xdTWzy5zjx5N,Fell In Love,Maredatruth,rap,39,0.901,0.626,0.89
2S9UiaHpsdB2s3ZNzCObLQ,Sensacional (feat. Cacife Clandestino & MC Kevin o Chris),WC no Beat,rap,63,0.786,0.863,0.784
2dRuZopi29Ob4jsxdESrcf,Mike Tyson - Bonustrack,Kurdo,rap,35,0.675,0.705,0.672
6TQi1WGLxAyy1itA3CqSlD,Rodeo,Juvenile,rap,48,0.7,0.547,0.67
3A2OHirUAlQp2x73BJlEDA,"Perfect Pint (feat. Kendrick Lamar, Gucci Mane & Rae Sremmurd)",Mike WiLL Made-It,rap,62,0.741,0.562,0.292
0EBgUmVGz4bWLyOw19y81z,Saftige Schluhas,Olexesh,rap,6,0.76,0.901,0.733
3mMLNYqksF82jffNPJseaz,Wicked Games,The Hot Damns,rap,49,0.484,0.543,0.638
6Plaj4PIEiwnBwJAtKehdy,AVA,Jinco,rap,35,0.664,0.968,0.233
04VF7AgF5f5LR4TBAvGqB7,Kochaj Mnie,Szpaku,rap,65,0.514,0.546,0.0848
7CrY10h4ESBscDFjv8ug6f,Play Wit Pussy,Mia X,rap,10,0.823,0.639,0.469
74PHS8w06Hu5pwa7rB2mF9,Multidimensional,"Sarah, the Illstrumentalist",rap,57,0.835,0.453,0.601
1FvU97lrWOG2NRxErh6OZz,Bad and Boujee (feat. Lil Uzi Vert),Migos,rap,61,0.897,0.661,0.193
48F4fY1pKOTWN1H8q99dJE,You Don't Want Drama,8Ball & MJG,rap,50,0.777,0.871,0.624
0Z2J91b2iTGLVTZC4fKgxf,Hit 'Em Up - Single Version,2Pac,rap,65,0.916,0.844,0.586
6lj0yxC8lnP3nHpits0vBa,Tante Lien,De Jeugd Van Tegenwoordig,rap,41,0.768,0.654,0.697
12MDB5ARcX4wYVS1RnnRA1,Disco Inferno,50 Cent,rap,0,0.915,0.659,0.722
1IhMuuTCpO0K7BM2MmIZ0w,shining on my ex,bbno$,rap,70,0.645,0.487,0.618
2ztyTz3H928W2bVb9qXBlB,Trouble On My Mind,Pusha T,rap,64,0.645,0.785,0.673
2PQuj6TMxl5hcgMG30e2Ij,Non sto più in zona,Shiva,rap,69,0.86,0.711,0.502
07plBjARJU1Itic3kQuV4Z,Siempre Peligroso (feat. Fermin IV Caballero) - feat. Fermin IV Caballero of Control Machete,Cypress Hill,rap,38,0.905,0.615,0.662
4TCG827sk5fDEmUvcQlStk,Goddamn (feat. A Boogie wit da Hoodie),Tyga,rap,69,0.951,0.573,0.42
5Tct3O04Ozldk840VvjOPE,Выпускной (Медлячок),Basta,rap,44,0.534,0.742,0.3
77eE5itTUCMZ4J9rTyEnam,I Used To Love Her (Again),Murs & 9th Wonder,rap,21,0.512,0.557,0.291
0yYTOlwMCd08Kb1RIz2FYL,Bad Bitch,YG,rap,9,0.877,0.498,0.336
2fV5xVlTMLErLrEDr7W7CY,Don't Look,Karan Aujla,rap,0,0.569,0.896,0.561
2jTujnt0y344ai1rNOywgr,KMT,Drake,rap,64,0.875,0.6,0.0906
2rZB6indPhp8C5AZK1PpkS,Vete,Khea,rap,3,0.619,0.563,0.25
1bBYR801JoHJ6fOlXdmgJa,Breathe,Miles Wesley,rap,51,0.679,0.647,0.425
1WMKmnOvZYouMzaeEDxYUu,Say It To My Face,Young Buck,rap,0,0.643,0.942,0.331
7750AqOWNuuDLxLjXzDMX0,Meu baile,Papatinho,rap,49,0.836,0.589,0.794
2eKhpw28jNtU4y6gViw1of,Puesta Pa Mí,Coqeéin Montana,rap,46,0.731,0.696,0.482
4FsWYwoqvN11yFTvJOuRf5,"Pimps, Players & Hustlas",Lil Keke,rap,10,0.734,0.559,0.912
2wBB2KKqtuK1fcxAiqbCSZ,Hella Neck,Carnage,rap,69,0.906,0.366,0.238
4dGLMiOBMUD74iiAGQ17cK,10 Bands,Joyner Lucas,rap,68,0.893,0.839,0.801
6k5qYxiFt76meFmKRDtZEz,120 Seconds,Freestyle Fellowship,rap,19,0.897,0.65,0.717
0fyBYsrmpihh1mfalssDlB,King Tulip,$uicideBoy$,rap,62,0.585,0.579,0.281
3OaunNUlXXs5e2PXtNAzzG,UCLA,RL Grime,rap,73,0.536,0.879,0.334
0VAoDsKh7Or84V8xP7p1Fs,Don't Believe The Hype,Public Enemy,rap,52,0.884,0.472,0.826
7j0IXkpqntBOMvC3oe6JMV,Lotta Gang Shit (feat. Young Famous),600 Breezy,rap,13,0.6,0.634,0.256
1Rc8CHWbFlUZ79jbGZlk9g,BLOCC IS HOT,NLE Choppa,rap,50,0.753,0.872,0.85
2cYZpcIV39X48RnOFM7w2V,All Falls Down,Kanye West,rap,11,0.643,0.717,0.46
3yDQCV4v257L3R8iaS9GGb,Chin Check,N.W.A.,rap,0,0.926,0.727,0.785
2vDfGmj1miRaaTD25N31bR,Tennessee Dreamin,Upchurch,rap,40,0.68,0.695,0.347
5a2dsl9XD05WBQtSCAkTdF,Disconnected,Lucchii,rap,36,0.512,0.877,0.317
6cTLMb7FncAoQNMUZPFrCT,Fast Lane,Bad Meets Evil,rap,4,0.614,0.868,0.361
52DECUk6ubfu1IWnhaiKC6,sunday,Smeyeul.,rap,47,0.683,0.103,0.197
2VnKo1kUEFkM5CwzsreulS,RideOut,enjo,rap,49,0.78,0.327,0.388
0D21XvHcVsIvJM6FcGY2BT,OOOUUU,Young M.A,rap,64,0.64,0.819,0.623
3JVpozwCbw9CeB4UFhGeTR,Visão,2STRANGE,rap,24,0.743,0.655,0.542
6j0teRL3WdExzqmy334sh5,Seven Million (feat. Future),Lil Uzi Vert,rap,63,0.886,0.629,0.487
6IQZ4aWSnWZm8Cohq1kF0M,Floating,wuf,rap,48,0.694,0.124,0.856
6NnILJkCwAHyeXywYiuGBu,Tonight,Upchurch,rap,52,0.513,0.581,0.041
1gV0hgMNdpSWeW7ZjSUKnX,Afterhours feat. Diplo & Nina Sky,TroyBoi,rap,60,0.74,0.831,0.357
6oadMAqfdbOBvGib6lUpn3,Cocktales,Too $hort,rap,42,0.838,0.542,0.239
2fY4RMsZUohBLEIH308TDT,Traje unos tangos,Ysy A,rap,63,0.669,0.723,0.243
1WtTLtofvcjQM3sXSMkDdX,How Low,Ludacris,rap,61,0.784,0.498,0.418
1p5jbuZMzTZUXOlmI8VRIl,Ensnared,Melodiesinfonie,rap,57,0.547,0.376,0.466
2MH0yZZSWuPhqGI0u8iTkH,Bury Myself Alive,Downplay,rock,31,0.488,0.876,0.424
2U0nXVgU5FcLTFtPbkcv1v,Dream On,Blacktop Mojo,rock,54,0.49,0.678,0.181
5IXUAYqwxmAFj69RWYFzbU,In My Dreams (Re-Recorded / Remastered),Dokken,rock,50,0.542,0.839,0.611
7IBfmCrfaR3SLVemWhsucQ,Space Oddity - 1999 Remaster,David Bowie,rock,7,0.31,0.423,0.457
4cCQ0wBIc9YHhvOWvWNj7S,"Hotel California - Live at The Los Angeles Forum, 10/20-22/76",Eagles,rock,16,0.427,0.665,0.442
0FeCO85RKW8fDRytwXof2x,Go Your Own Way,Fleetwood Mac,rock,26,0.597,0.812,0.823
0xpBr84T3FTm9j4D1MdPtk,Invisible Touch - 2007 Remaster,Genesis,rock,60,0.659,0.878,0.843
4090PyjhaukeGh0c93jh1Y,Stuck In The Middle With You,Stealers Wheel,rock,19,0.749,0.74,0.962
3KfbEIOC7YIv90FIfNSZpo,In My Life - Remastered 2009,The Beatles,rock,73,0.688,0.435,0.435
5qqabIl2vWzo9ApSC317sa,Wonderwall - Remastered,Oasis,rock,79,0.378,0.896,0.469
10fddGyyeUquZZ2uPTjD7P,Better Than Me,Hinder,rock,61,0.449,0.682,0.254
5CQ30WqJwcep0pYcV4AMNc,Stairway to Heaven - Remaster,Led Zeppelin,rock,78,0.338,0.34,0.197
28eg5bkYvIHT7HPmzZFwLN,Lonely Is The Night - Remastered,Billy Squier,rock,61,0.347,0.803,0.672
1Q34tAtTWI6RdW1qzFQiPb,Your Smiling Face,James Taylor,rock,60,0.683,0.515,0.767
1oA0tDRFjY5xoNDXuMBGGA,"Please, Please, Please, Let Me Get What I Want - 2011 Remaster",The Smiths,rock,55,0.241,0.468,0.451
02MjAy2BTPTdqO19O5VtHO,Getting Away With Murder,Papa Roach,rock,38,0.557,0.959,0.331
7rSERmjAT38lC5QhJ8hnQc,I'm Shipping Up To Boston,Dropkick Murphys,rock,70,0.452,0.928,0.6
0xPOfvI0CIsuHF3aNmczdK,Asian Dreamer,CASIOPEA,rock,0,0.64,0.765,0.762
3EYOJ48Et32uATr9ZmLnAo,Roxanne,The Police,rock,77,0.618,0.748,0.663
0wJoRiX5K5BxlqZTolB2LD,Purple Haze,Jimi Hendrix,rock,71,0.533,0.905,0.486
2KTAe6vWRor7wNIDOZrtfr,Remedy,Seether,rock,1,0.549,0.952,0.458
4YDdWcdzHhLDZ5d1j9nRaJ,Open Your Eyes,Disturbed,rock,55,0.579,0.973,0.677
2nLtzopw4rPReszdYBJU6h,Numb,Linkin Park,rock,81,0.496,0.863,0.243
7gpavVMJwJYFNUzfzUdSv7,Last Child,Aerosmith,rock,48,0.599,0.613,0.767
6PHn6aXuM2FkzonGWJxY28,Whatever,Godsmack,rock,56,0.545,0.882,0.595
3KiquXmZBWCD2qPgr4o7t3,Talking Myself In Circles,Four Year Strong,rock,26,0.559,0.926,0.72
5jtKi7F4fweK8wgeK646Qp,Easy Livin',Uriah Heep,rock,0,0.263,0.807,0.461
4hLQfgtzEyxme6w5GiwAEy,The Rover - 1993 Remaster,Led Zeppelin,rock,55,0.367,0.752,0.401
1ERxZwkfoHM91tdOWVPI78,Grace,U2,rock,37,0.371,0.238,0.329
4rstj4vgkFq49R2VV0fbxX,"Build God, Then We'll Talk",Panic! At The Disco,rock,59,0.418,0.827,0.448
5LNiqEqpDc8TuqPy79kDBu,Edge of Seventeen - 2016 Remaster,Stevie Nicks,rock,61,0.591,0.804,0.658
5tXPbEbEouMSEbqQHO0qQa,Move,Thousand Foot Krutch,rock,56,0.531,0.836,0.637
0VAQB7OYAoeRZH7sLmhVT6,Ghost Story,Coldplay,rock,37,0.595,0.638,0.51
6EWIZKl3rQUSnvT7EI3uta,Who Do You Love,George Thorogood & The Destroyers,rock,0,0.584,0.888,0.628
0wCrg1LhgPcGMw51qqpI6k,Constant Craving,k.d. lang,rock,57,0.6,0.77,0.321
66Wrh0XOTSV49oNZThsXe2,Strange Direction,Brothers Page,rock,30,0.62,0.73,0.523
5cIHoC2VDwGtH9MWgRghb5,idc,ren,rock,51,0.751,0.48,0.601
4FdDorlbJTVHcH3djLbIfn,Ode To Billie Joe,Bobbie Gentry,rock,54,0.637,0.189,0.695
0DiQAYZAOQLL9mwinkRS3E,Ann Wants to Dance,Papooz,rock,54,0.742,0.436,0.718
6LEpnhwG1zFp7rmSgzt9qr,Deal with the Devil,Pop Evil,rock,53,0.611,0.981,0.522
7uDhxDSeMgt6QNsYhlw7OU,My Generation - Original Mono Version,The Who,rock,0,0.375,0.832,0.764
3oAV5Aa8zx9buAu15zHNlq,Don't Stop Believin',Journey,rock,32,0.492,0.782,0.472
2c6nvEo7EDzIEX40wbx7iL,Sama-Sama,Alamid,rock,42,0.487,0.67,0.74
46E4di5YoT3Ab5bheoiEId,Never Been Any Reason,Head East,rock,52,0.517,0.447,0.894
0u04FjMR2FedXkOQIFUx2r,Think Twice,Lisa Gey,rock,33,0.557,0.554,0.395
7t6CAWplijBj4sdl0q3z0e,Legs - 2008 Remaster,ZZ Top,rock,59,0.611,0.946,0.763
4Lz7zvtWOXJlJ591pSo7Tu,"Temptation - 7"" Version; 2015 Remaster",New Order,rock,49,0.775,0.743,0.649
2RJhl1DeqFFwHhyHVcoArh,Royal Pigs,Broken Baby,rock,26,0.455,0.898,0.709
7uWPQnmMjqyhcGuHNY79ob,Milky Way,Neil Young,rock,36,0.584,0.14,0.189
4I58RPHVzDldHfK3t5HiZA,Leave It All Behind,Cult To Follow,rock,63,0.643,0.954,0.54
0XHWClSz0v6RIaRSGqJH3X,Smoke on the Water,Deep Purple,rock,52,0.616,0.612,0.897
51TG9W3y9qyO8BY5RXKgnZ,Symphony Of Destruction,Megadeth,rock,70,0.61,0.891,0.51
6IPIjf0vsB2um4Lb0v6nRE,Mystify,INXS,rock,49,0.597,0.823,0.374
2hw2fDtNPkIowTNuQRmlnN,Sometimes When We Touch,Dan Hill,rock,61,0.589,0.348,0.28
36qObRwoCMwNofaby36oTz,Dry Ink,Travel With The Sun,rock,20,0.598,0.568,0.16
79z9QkhHePTFsSeVw9uyj0,Smile,Lily Allen,rock,64,0.632,0.639,0.733
3QZ7uX97s82HFYSmQUAN1D,Tom Sawyer,Rush,rock,73,0.536,0.901,0.666
5UPnBgnylUCjtAPtAH4tJY,Atmosphere - 2010 Remaster,Joy Division,rock,50,0.615,0.386,0.442
3PkX1lcy0f7sYzI1b5SG5H,Diamonds and Rust,Judas Priest,rock,0,0.469,0.875,0.377
7dcIDgKNr0OrmO441mPGQl,No Limit,Scorpions,rock,43,0.544,0.953,0.387
2Cc4xF0pwkk3G3VE1YofUu,Death On Two Legs (Dedicated To...) - Remastered 2011,Queen,rock,12,0.373,0.691,0.499
2M2sRE3Z8ybw1vF3w99fVv,Demons,Louzada,rock,29,0.162,0.915,0.386
4delgtiKX7L3nsbC0exhCS,Fire on the Mountain,The Marshall Tucker Band,rock,58,0.506,0.827,0.571
